%%%%%%%%%%%%%%%%%%%% Configuration %%%%%%%%%%%%%%%%%%%%
budget: 3, g: 2, theta3: 1.000000, layers: 10
%%%%%%%%%%%%%%%%%%%% Optimization Output %%%%%%%%%%%%%%%%%%%%
minimal loss: -39.87451452707735, 
maxIter: 0, func_eval: 7676
Parameters Found: [ 1.51014053 -0.33059088 -0.24402405 -0.39431951 -0.00182824 -0.17186092
  0.14870056  0.06273982 -0.17827628 -0.10398884  0.02438974  0.18692112
 -0.08372848 -0.0195826   1.00021215  0.88732994  0.13646211  0.13558493
  0.27525212 -0.2329621 ]

----------------- Loss (0 steps from 0 iterations) -----------------
iter		loss
------------------------------------------------------------------------

Training done! Total elapsed time:91104.91s

Optimal: selection 101010000000, value -43.51002035+0.00000000j

----------------- Full result ---------------------
rank	selection	value		probability
306	000111000100	-27.50569600		0.00071083
307	000101010010	-27.50604999		0.00071083
308	100101000001	-27.50587517		0.00071083
309	000101000110	-27.50574393		0.00071081
310	000100001101	-27.50207428		0.00071077
311	010100000011	-27.50237020		0.00071076
312	000101001001	-27.50583682		0.00071074
313	010101001000	-27.50605404		0.00071074
314	000101011000	-27.50596406		0.00071072
315	010111000000	-27.50589639		0.00071071
316	110100010000	-27.50403148		0.00071070
317	010100001100	-27.50268072		0.00071068
318	000100010011	-27.50368441		0.00071068
319	010101000010	-27.50594254		0.00071068
320	001101000100	-27.50547268		0.00071066
321	011101000000	-27.50573596		0.00071058
322	000001000111	-27.50371266		0.00071058
323	110001000100	-27.50369953		0.00071054
324	001101000001	-27.50544699		0.00071053
325	000100011100	-27.50340264		0.00071051
326	000001010011	-27.50455936		0.00071050
327	010001000011	-27.50378194		0.00071047
328	001101010000	-27.50550842		0.00071044
329	110001000001	-27.50369508		0.00071041
330	110001010000	-27.50410734		0.00071039
331	000111010000	-27.50540046		0.00071033
332	010001001100	-27.50348203		0.00071030
333	000001001101	-27.50340830		0.00071027
334	000001011100	-27.50366715		0.00071023
335	000100110001	-27.50312110		0.00071017
336	000100110100	-27.50294021		0.00071012
337	010100110000	-27.50328866		0.00071002
338	000101000011	-27.50483720		0.00070990
339	110101000000	-27.50503931		0.00070990
340	000101001100	-27.50455853		0.00070973
341	000001110100	-27.50287344		0.00070955
342	000001110001	-27.50346129		0.00070952
343	010001110000	-27.50309613		0.00070947
344	000101110000	-27.50380056		0.00070884
345	010100010101	5.50204344		0.00061574
346	010001010101	5.50067912		0.00061119
347	010101000101	5.50077009		0.00061095
348	000101010101	5.49924364		0.00060622
349	010101010001	5.49925118		0.00060620
350	010101010100	5.49911918		0.00060582
351	000010110000	-42.50547009		0.00038710
352	000000111000	-42.50531917		0.00038688
353	001000110000	-42.50583272		0.00038683
354	000000110010	-42.50556863		0.00038677
355	100000110000	-42.50552199		0.00038677
356	000010011000	-42.50781519		0.00038657
357	001010010000	-42.50820512		0.00038655
358	100010010000	-42.50799333		0.00038647
359	000010010010	-42.50806414		0.00038646
360	001000011000	-42.50801217		0.00038634
361	000000011010	-42.50761293		0.00038630
362	100000011000	-42.50763943		0.00038629
363	001000010010	-42.50815938		0.00038626
364	101000010000	-42.50822175		0.00038623
365	100000010010	-42.50779018		0.00038621
366	000010001100	-42.50677286		0.00038620
367	000000101100	-42.50639746		0.00038608
368	000000001110	-42.50596900		0.00038605
369	001000001100	-42.50663856		0.00038603
370	100000001100	-42.50614180		0.00038601
371	000010100100	-42.50824944		0.00038597
372	001010000100	-42.50853257		0.00038591
373	000010000110	-42.50812127		0.00038588
374	100010000100	-42.50819676		0.00038585
375	000011100000	-42.50826481		0.00038581
376	001000100100	-42.50828078		0.00038577
377	000000100110	-42.50774639		0.00038576
378	001000000110	-42.50788523		0.00038573
379	001011000000	-42.50863199		0.00038573
380	100000100100	-42.50784604		0.00038573
381	100000000110	-42.50739201		0.00038571
382	000011001000	-42.50848928		0.00038570
383	101000000100	-42.50809390		0.00038568
384	100011000000	-42.50861808		0.00038561
385	000010000011	-42.50754057		0.00038561
386	000011000010	-42.50873720		0.00038560
387	000000001011	-42.50648880		0.00038557
388	110010000000	-42.50751960		0.00038551
389	001000000011	-42.50710105		0.00038551
390	000010001001	-42.50837717		0.00038550
391	000000100011	-42.50716671		0.00038549
392	000010100001	-42.50875429		0.00038549
393	100000000011	-42.50661491		0.00038548
394	001010000001	-42.50883291		0.00038547
395	001001100000	-42.50913821		0.00038544
396	000001101000	-42.50887189		0.00038544
397	010010100000	-42.50867650		0.00038542
398	110000001000	-42.50675975		0.00038541
399	100010000001	-42.50850418		0.00038541
400	010010001000	-42.50844567		0.00038540
401	110000100000	-42.50721823		0.00038539
402	000000101001	-42.50800281		0.00038538
403	001000001001	-42.50803940		0.00038537
404	110000000010	-42.50671306		0.00038537
405	001001001000	-42.50919705		0.00038537
406	011010000000	-42.50897316		0.00038535
407	100000001001	-42.50754972		0.00038535
408	100001100000	-42.50902536		0.00038534
409	000001100010	-42.50912032		0.00038533
410	010010000010	-42.50849719		0.00038533
411	111000000000	-42.50747962		0.00038533
412	001000100001	-42.50858216		0.00038533
413	100000100001	-42.50815449		0.00038529
414	001001000010	-42.50934322		0.00038529
415	000001001010	-42.50904400		0.00038529
416	100001001000	-42.50902218		0.00038528
417	101000000001	-42.50819784		0.00038528
418	010000101000	-42.50811963		0.00038527
419	101001000000	-42.50935728		0.00038527
420	010000001010	-42.50764003		0.00038525
421	011000001000	-42.50837426		0.00038522
422	010000100010	-42.50817166		0.00038521
423	011000100000	-42.50877072		0.00038520
424	100001000010	-42.50917190		0.00038520
425	011000000010	-42.50832403		0.00038518
426	001110000000	-42.50884383		0.00038510
427	000110100000	-42.50932970		0.00038501
428	000110001000	-42.50922289		0.00038496
429	001100100000	-42.50883927		0.00038491
430	001100001000	-42.50856682		0.00038490
431	000110000010	-42.50926733		0.00038490
432	001100000010	-42.50850952		0.00038486
433	100110000000	-42.50941457		0.00038486
434	000100101000	-42.50909472		0.00038480
435	101100000000	-42.50878994		0.00038479
436	000100001010	-42.50873207		0.00038476
437	000100100010	-42.50913967		0.00038474
438	100100001000	-42.50897661		0.00038469
439	100100100000	-42.50931107		0.00038469
440	100100000010	-42.50892285		0.00038465
441	111111111111	181.52556687		0.00027327
442	101000101010	-39.50812545		0.00024938
443	100010101010	-39.50830084		0.00024937
444	101010001010	-39.50838842		0.00024932
445	001010101010	-39.50867463		0.00024929
446	101010101000	-39.50874616		0.00024927
447	101010100010	-39.50880814		0.00024924
448	011111010101	77.50855868		0.00006335
449	110101010111	77.51203856		0.00006335
450	011101010111	77.51075184		0.00006335
451	010101011111	77.51201203		0.00006334
452	110101011101	77.51194029		0.00006334
453	111101010101	77.51064423		0.00006334
454	010111110101	77.50941714		0.00006334
455	011101011101	77.51065004		0.00006334
456	110111010101	77.50968798		0.00006334
457	010111011101	77.50966235		0.00006333
458	010111010111	77.50966241		0.00006333
459	011101110101	77.51023919		0.00006333
460	110101110101	77.51146743		0.00006332
461	010101111101	77.51146647		0.00006332
462	010101110111	77.51146602		0.00006332
463	010101011000	-7.50312689		0.00004965
464	000101011001	-7.50306904		0.00004964
465	000101010110	-7.50294814		0.00004961
466	010101010010	-7.50304341		0.00004960
467	100101010100	-7.50301831		0.00004960
468	000111010100	-7.50284515		0.00004959
469	000111010001	-7.50307897		0.00004958
470	010111010000	-7.50294221		0.00004958
471	100101010001	-7.50305572		0.00004957
472	000101011100	-7.50173473		0.00004954
473	001101010100	-7.50268024		0.00004952
474	011101010000	-7.50284018		0.00004951
475	000101010011	-7.50209743		0.00004950
476	010101100100	-7.50302403		0.00004950
477	000101110100	-7.50117251		0.00004949
478	001101010001	-7.50271058		0.00004949
479	110101010000	-7.50206049		0.00004949
480	010101110000	-7.50131891		0.00004949
481	000101110001	-7.50140735		0.00004949
482	000101100101	-7.50281989		0.00004948
483	010101100001	-7.50286402		0.00004947
484	010001011001	-7.50184063		0.00004942
485	000011010101	-7.50220473		0.00004941
486	010011010100	-7.50192448		0.00004940
487	010011010001	-7.50217245		0.00004939
488	010001010110	-7.50171264		0.00004939
489	010111000100	-7.50252671		0.00004939
490	011001010100	-7.50234422		0.00004938
491	010101001001	-7.50194979		0.00004938
492	000111000101	-7.50237088		0.00004937
493	001001010101	-7.50235811		0.00004937
494	100001010101	-7.50179670		0.00004937
495	011001010001	-7.50238871		0.00004936
496	010101000110	-7.50202631		0.00004936
497	010111000001	-7.50236566		0.00004936
498	010001011100	-7.50049215		0.00004933
499	100101000101	-7.50189233		0.00004932
500	000001011101	-7.50057779		0.00004932
501	010101001100	-7.50101033		0.00004931
502	000001010111	-7.50091016		0.00004931
503	000001110101	-7.50028589		0.00004930
504	011101000100	-7.50209340		0.00004930
505	010001110100	-7.50005395		0.00004929
506	010001010011	-7.50087610		0.00004929
507	010001110001	-7.50030296		0.00004929
508	010110010100	-7.50208204		0.00004928
509	110001010100	-7.50065798		0.00004928
510	000101001101	-7.50065989		0.00004928
511	110101000100	-7.50118969		0.00004926
512	000110010101	-7.50182958		0.00004926
513	110001010001	-7.50070956		0.00004926
514	010001100101	-7.50146745		0.00004926
515	001101000101	-7.50167121		0.00004925
516	010110010001	-7.50192306		0.00004925
517	011101000001	-7.50172887		0.00004924
518	000101000111	-7.50078775		0.00004924
519	010101000011	-7.50078075		0.00004922
520	110101000001	-7.50083225		0.00004921
521	010100011001	-7.50074918		0.00004920
522	010100010110	-7.50082467		0.00004918
523	010011000101	-7.50121632		0.00004917
524	100100010101	-7.50064237		0.00004914
525	011100010100	-7.50113795		0.00004914
526	010100011100	-7.49980766		0.00004913
527	010100110100	-7.49970074		0.00004913
528	011001000101	-7.50110131		0.00004911
529	000100110101	-7.49939995		0.00004910
530	010100110001	-7.49954279		0.00004910
531	000100011101	-7.49936058		0.00004909
532	001100010101	-7.50061913		0.00004909
533	110100010100	-7.50003637		0.00004909
534	011100010001	-7.50077549		0.00004909
535	000100010111	-7.49948947		0.00004906
536	010100010011	-7.49958117		0.00004905
537	010001001101	-7.49918343		0.00004905
538	110100010001	-7.49968099		0.00004904
539	010010010101	-7.50027927		0.00004903
540	010100100101	-7.50004472		0.00004902
541	010001000111	-7.49931837		0.00004902
542	110001000101	-7.49929813		0.00004900
543	010110000101	-7.50030437		0.00004898
544	011000010101	-7.49965347		0.00004892
545	010000110101	-7.49765177		0.00004887
546	010000011101	-7.49748837		0.00004885
547	010000010111	-7.49762434		0.00004882
548	011100000101	-7.49882552		0.00004880
549	110000010101	-7.49765241		0.00004880
550	010100001101	-7.49742943		0.00004880
551	110100000101	-7.49760700		0.00004875
552	010100000111	-7.49736088		0.00004875
553	110101111111	125.52015009		0.00004391
554	111101011111	125.51962927		0.00004390
555	011101111111	125.51871833		0.00004389
556	111101111101	125.51861725		0.00004389
557	111101110111	125.51878976		0.00004389
558	110111011111	125.51829841		0.00004388
559	010111111111	125.51752167		0.00004388
560	110111110111	125.51762454		0.00004388
561	110111111101	125.51755377		0.00004388
562	011111011111	125.51696559		0.00004387
563	111111011101	125.51688867		0.00004387
564	111111010111	125.51706169		0.00004387
565	011111110111	125.51635373		0.00004386
566	011111111101	125.51627942		0.00004386
567	111111110101	125.51634996		0.00004386
568	010101010111	56.50792251		0.00004240
569	010101011101	56.50790896		0.00004240
570	110101010101	56.50788408		0.00004240
571	010101110101	56.50761386		0.00004236
572	011101010101	56.50669736		0.00004227
573	010111010101	56.50584610		0.00004217
574	111111001111	100.51744868		0.00003464
575	111100111111	100.52047985		0.00003462
576	111101101111	100.51701976		0.00003456
577	111001111111	100.51742007		0.00003452
578	110011111111	100.51691306		0.00003452
579	110110111111	100.51860900		0.00003452
580	111111110011	100.51415114		0.00003451
581	111101111011	100.51503117		0.00003450
582	110111101111	100.51565969		0.00003450
583	101101111111	100.51486921		0.00003449
584	111110011111	100.51803015		0.00003449
585	111101111110	100.51465119		0.00003448
586	001111111111	100.51372801		0.00003448
587	111111111100	100.51356918		0.00003448
588	110111111011	100.51400239		0.00003446
589	110111111110	100.51382588		0.00003446
590	111110110111	100.51714074		0.00003445
591	111111100111	100.51443866		0.00003445
592	011110111111	100.51711982		0.00003445
593	100111111111	100.51377754		0.00003445
